id,试卷名称,试题简介,words
1552,12月22日物理课堂练习密度与体积种类的关系02,"为了研究物质的某种特性,某同学选用了三种不同材料制成的长方体样品,他在实验中测得和经过计算的数据见下表...",12 22 物理 课堂练习 密度 体积 种类 关系 02 为了 研究 物质 某种 特性 同学 选用 三种 不同 材料 制成 长方体 样品 实验 中测 经过 计算 数据 下表 ...
1553,12月22日物理课堂练习密度与体积种类的关系02,"为了研究物质的某种特性,某同学选用了三种不同材料制成的长方体样品,他在实验中测得和经过计算的数据见下表...",12 22 物理 课堂练习 密度 体积 种类 关系 02 为了 研究 物质 某种 特性 同学 选用 三种 不同 材料 制成 长方体 样品 实验 中测 经过 计算 数据 下表 ...
1554,12月22日物理课堂练习密度与体积种类的关系02,"下列对公式ρ=m/V的理解中,正确的是(  )",12 22 物理 课堂练习 密度 体积 种类 关系 02 下列 公式 理解 正确
1555,20年12月22日物理练习,"某同学为进一步了解“视力矫正”的原理,利用探究凸透镜成像规律的装置做了实验。他在发光体和凸...",20 12 22 物理 练习 同学 进一步 了解 视力 矫正 原理 利用 探究 凸透镜 成像 规律 装置 实验 发光体 ...
1556,12月22日物理课堂练习密度计算基础单位01,"水的密度是kg/m3,也可以写成g/cm3,当一杯水被喝了一半后,水的密度(变大/变小/不变)。",12 22 物理 课堂练习 密度 计算 基础 单位 01 密度 kg m3 可以 写成 cm3 一杯 一半 密度 变小 不变
1557,12月22日物理课堂练习密度计算基础单位01,"因为水的密度有2个常见的单位kg/m3和g/cm3,所以我们在计算时应该选择合适的密度单位来完成计算: 若题目求10...",12 22 物理 课堂练习 密度 计算 基础 单位 01 因为 密度 常见 单位 kg m3 cm3 所以 我们 计算 应该 选择 合适 密度 单位 完成 计算 题目 10 ...
1558,20年12月22日物理练习,"如图所示的是投影仪成像示意图,其中凸透镜的作用是成_______(填“等大”“缩小”或&ld...",20 12 22 物理 练习 如图所示 投影仪 成像 示意图 其中 凸透镜 作用 _______ 缩小 ld ...
1559,20年12月22日物理练习,"(徐州中考)小明拿着放大镜,伸直手臂,通过放大镜观察远处的景物,看到的是景物的()",20 12 22 物理 练习 徐州 中考 小明 放大镜 伸直 手臂 通过 放大镜 观察 远处 景物 看到 景物
1560,20年12月22日物理练习,"如图所示,在鉴定文物时,考古学家常用放大镜观察文物的细微部分,这时他看到的是______________的虚像.如果在...",20 12 22 物理 练习 如图所示 鉴定 文物 考古学家 常用 放大镜 观察 文物 细微 部分 这时 看到 ______________ 虚像 如果 ...
1561,20年12月22日物理练习,"(凸透镜成像的目的和结论)如图探究“凸透镜成像特点”,请回答下列问题: (1)实验目的:探究凸透镜...",20 12 22 物理 练习 凸透镜 成像 目的 结论 如图 探究 凸透镜 成像 特点 回答 下列 问题 实验 目的 探究 凸透镜 ...
1562,20年12月22日物理练习,"如图所示,投影仪是教学中常用设备,实框内是投影片上踢足球的图样,利用投影仪观察该图样时,若把反射平面镜去...",20 12 22 物理 练习 如图所示 投影仪 教学 常用 设备 框内 影片 踢足球 图样 利用 投影仪 观察 图样 反射 平面镜 ...
1563,20年12月22日物理练习,"(黔西南中考)如图所示,把一凸透镜放在平面镜前,当用眼睛观察镜子时,光束似乎是从M处发散开来的,则光束会聚...",20 12 22 物理 练习 黔西南 中考 如图所示 凸透镜 放在 平面镜 眼睛 观察 镜子 光束 似乎 是从 发散 开来 光束 会聚 ...
1564,20年12月22日物理练习,"如图所示,光会聚于b点,在虚线区域内放甲透镜后,光会聚于主光轴MN上的c点;在虚线区域内换放乙透镜后,光会聚...",20 12 22 物理 练习 如图所示 会聚 虚线 区域 内放甲 透镜 会聚 主光轴 mn 虚线 区域 内换 透镜 会聚 ...
1565,12月22日物理课堂练习,"如图所示,马拉车的时候,车受到的拉力是(      ) 施力的。",12 22 物理 课堂练习 如图所示 拉车 时候 受到 拉力 施力
1566,12月22日物理课堂练习,"下列运动场景中,能明显观察到力使物体发生形变的是(   )",12 22 物理 课堂练习 下列 运动 场景 明显 观察 到力 物体 发生 形变
1567,12月22日物理课堂练习,"如图所示,分别在A、B、C处用同样大小的力推门,可以感受到在A点用力容易把门推开。这说明力的作用效果与下列...",12 22 物理 课堂练习 如图所示 分别 处用 同样 大小 力推 可以 感受 用力 容易 把门 推开 说明 作用 效果 下列 ...
1568,2019级16班12.11-12.18错题集,"将凸透镜正对太阳光,其下方的纸上呈现一个并非最小的光斑,如图所示,这时光斑到凸透镜的距离为l.若凸透镜远...",2019 16 12.11 12.18 错题 凸透镜 正对 太阳光 下方 呈现 一个 并非 最小 光斑 如图所示 这时 光斑 凸透镜 距离 凸透镜 ...
1569,章末复习,"(海南中考)如图所示,对光有发散作用的透镜是()",章末 复习 海南 中考 如图所示 对光 发散 作用 透镜
1570,章末复习,"(泰州中考)将一个凸透镜正对太阳光,在距凸透镜10 cm处得到一个最小、最亮的光斑,若将一个物体放在凸透镜前3...",章末 复习 泰州 中考 一个 凸透镜 正对 太阳光 凸透镜 10 cm 得到 一个 最小 最亮 光斑 一个 物体 放在 凸透镜 ...
1571,章末复习,"(宜昌中考)蜡烛、凸透镜、光屏的位置如图所示,此时光屏上出现烛焰清晰的像,则像的特点是()",章末 复习 宜昌 中考 蜡烛 凸透镜 光屏 位置 如图所示 此时 光屏 出现 烛焰 清晰 特点
1572,章末复习,(沈阳中考)下列关于生活中光学元件的说法中正确的是(),章末 复习 沈阳 中考 下列 关于 生活 光学 元件 说法 正确
1573,章末复习,"(孝感中考)如图所示为小明用透镜观察字的情况,下列说法正确的是()",章末 复习 孝感 中考 如图所示 小明用 透镜 观察 情况 下列 说法 正确
1574,章末复习,"(大连中考)某人只能看清远处的物体,看不清近处的物体,关于该人的视力情况,下列说法正确的是()",章末 复习 大连 中考 某人 只能 看清 远处 物体 看不清 近处 物体 关于 视力 情况 下列 说法 正确
1575,章末复习,"(滨州中考)关于“凸透镜成像规律”的应用,下列说法正确的是()",章末 复习 滨州 中考 关于 凸透镜 成像 规律 应用 下列 说法 正确
1576,章末复习,"(连云港中考)在“探究凸透镜成像规律”的实验中,小明将烛焰放在凸透镜前某一位置时,恰好在凸透镜...",章末 复习 连云港 中考 探究 凸透镜 成像 规律 实验 小明 烛焰 放在 凸透镜 位置 恰好 凸透镜 ...
1577,章末复习,"(温州中考)小明用焦距为10厘米的凸透镜做成像规律实验,记录了光屏上成清晰像时的四组数据(如表),其中明显错...",章末 复习 温州 中考 小明用 焦距 10 厘米 凸透镜 做成 规律 实验 记录 光屏 清晰 四组 数据 如表 其中 明显 ...
1578,章末复习,"(泰安中考)关于透镜的应用,下列说法正确的是()",章末 复习 泰安 中考 关于 透镜 应用 下列 说法 正确
1579,章末复习,(长沙中考)下列光路图正确的是(),章末 复习 长沙 中考 下列 光路图 正确
1580,小专题(九)　凸透镜成像规律的应用,"(泰州中考)某凸透镜焦距为15 cm,若将一物体放在此透镜前25 cm处,则可在透镜的另一侧得到一个()",专题 凸透镜 成像 规律 应用 泰州 中考 凸透镜 焦距 15 cm 物体 放在 透镜 25 cm 透镜 另一侧 得到 一个
1581,小专题(九)　凸透镜成像规律的应用,"(山西中考)小明做“探究凸透镜成像的规律”实验时,在光屏上得到烛焰清晰的缩小的像,然后他把燃烧...",专题 凸透镜 成像 规律 应用 山西 中考 小明 探究 凸透镜 成像 规律 实验 光屏 得到 烛焰 清晰 缩小 然后 燃烧 ...
1582,小专题(九)　凸透镜成像规律的应用,"物体在凸透镜前20 cm处,可以得到倒立放大的像,现将物体向透镜移近10 cm后,得到的像是()",专题 凸透镜 成像 规律 应用 物体 凸透镜 20 cm 可以 得到 倒立 放大 现将 物体 透镜 移近 10 cm 得到 像是
1583,小专题(九)　凸透镜成像规律的应用,"(河北中考)探究凸透镜成像的规律时,光屏上得到一个倒立、缩小的烛焰像,将蜡烛向凸透镜移近一倍焦距的距离....",专题 凸透镜 成像 规律 应用 河北 中考 探究 凸透镜 成像 规律 光屏 得到 一个 倒立 缩小 烛焰 蜡烛 凸透镜 移近 一倍 焦距 距离 ....
1584,小专题(九)　凸透镜成像规律的应用,"(常州中考)用手机看视频,图像太小,屏幕放大器(凸透镜)来帮忙,小明通过透镜可看到放大了的图像,如图所示,手...",专题 凸透镜 成像 规律 应用 常州 中考 手机 视频 图像 太小 屏幕 放大器 凸透镜 帮忙 小明 通过 透镜 看到 放大 图像 如图所示 ...
1585,小专题(九)　凸透镜成像规律的应用,"(贵港中考)大山同学做“探究凸透镜成像”的实验,当他把烛焰移到距透镜39 cm的地方时,在光屏上观...",专题 凸透镜 成像 规律 应用 贵港 中考 大山 同学 探究 凸透镜 成像 实验 烛焰 移到 透镜 39 cm 地方 光屏 上观 ...
1586,小专题(九)　凸透镜成像规律的应用,"(广州中考)蜡烛放在如图所示位置,通过凸透镜成倒立、缩小的像.小红画了图中的光路.下列说法正确的是()",专题 凸透镜 成像 规律 应用 广州 中考 蜡烛 放在 如图所示 位置 通过 凸透镜 倒立 缩小 小红画 光路 下列 说法 正确
1587,小专题(九)　凸透镜成像规律的应用,"在“探究凸透镜成像的规律”时,当烛焰离透镜13 cm时成放大的实像,当烛焰离透镜8 cm时成放大的虚...",专题 凸透镜 成像 规律 应用 探究 凸透镜 成像 规律 当烛焰 透镜 13 cm 时成 放大 实像 当烛焰 透镜 cm 时成 放大 ...
1588,小专题(九)　凸透镜成像规律的应用,"(益阳中考)一凸透镜的焦距为15 cm,将点燃的蜡烛从离凸透镜20 cm处移到40 cm处的过程中,像的大小和像距的变...",专题 凸透镜 成像 规律 应用 益阳 中考 凸透镜 焦距 15 cm 点燃 蜡烛 从离 凸透镜 20 cm 处移 40 cm 过程 大小 像距 ...
1589,小专题(九)　凸透镜成像规律的应用,"(株洲中考)在探究凸透镜成像规律的实验中,先用焦距为10 cm的透镜进行实验,在光屏上得到了清晰的缩小实像,如...",专题 凸透镜 成像 规律 应用 株洲 中考 探究 凸透镜 成像 规律 实验 焦距 10 cm 透镜 进行 实验 光屏 得到 清晰 缩小 实像 ...
1590,小专题(九)　凸透镜成像规律的应用,"(威海中考)如图所示,让一束平行光经过一凸透镜,在光屏上得到一个最小、最亮的光斑,小明用此透镜做“探...",专题 凸透镜 成像 规律 应用 威海 中考 如图所示 一束 平行 经过 凸透镜 光屏 得到 一个 最小 最亮 光斑 小明用 透镜 ...
1591,小专题(九)　凸透镜成像规律的应用,"(梧州中考)老奶奶用放大镜看报纸时,为了看到更大的清晰的像,她常常这样做()",专题 凸透镜 成像 规律 应用 梧州 中考 老奶奶 放大镜 报纸 为了 看到 更大 清晰 常常 这样
1592,小专题(九)　凸透镜成像规律的应用,"(雅安中考)某班同学在“探究凸透镜成像规律”的实验中,记录并绘制了像到凸透镜的距离v跟物体到凸...",专题 凸透镜 成像 规律 应用 雅安 中考 某班 同学 探究 凸透镜 成像 规律 实验 记录 绘制 凸透镜 距离 物体 ...
1593,12月23日物理课堂练习力01,"学习了力的概念之后,某同学在体育课上进行扔铅球活动,在此过程中使铅球飞出去的施力物体是(  )",12 23 物理 课堂练习 01 学习 概念 之后 同学 体育课 进行 铅球 活动 过程 中使 铅球 飞出去 施力 物体
1594,12月23日物理课堂练习力01,"(泰州中考)用力推课桌的下部,课桌会沿地面滑动,而推课桌的上部,则课桌可能会翻倒,这说明力的作用效果(  )",12 23 物理 课堂练习 01 泰州 中考 用力 课桌 下部 课桌 地面 滑动 课桌 上部 课桌 可能 翻倒 说明 作用 效果
1595,12月23日物理课堂练习力01,下列关于力的叙述正确的是 (  ),12 23 物理 课堂练习 01 下列 关于 叙述 正确
1596,12月23日物理课堂练习力01,"(宜昌中考)在射箭运动中,以下关于力的作用效果的描述,其中一个与另外三个不同的是(  )",12 23 物理 课堂练习 01 宜昌 中考 射箭 运动 以下 关于 作用 效果 描述 其中 一个 另外 三个 不同
1597,小专题(九)　凸透镜成像规律的应用,"(潍坊中考)如图所示是探究“凸透镜成像规律”的实验装置,凸透镜的焦距为10 cm,点燃的蜡烛与凸透...",专题 凸透镜 成像 规律 应用 潍坊 中考 如图所示 探究 凸透镜 成像 规律 实验 装置 凸透镜 焦距 10 cm 点燃 蜡烛 凸透 ...
1598,小专题(九)　凸透镜成像规律的应用,"(南充中考)小南同学在做“凸透镜成像”的实验中,经过调节在光屏上得到一个清晰的像,并测出物距u=...",专题 凸透镜 成像 规律 应用 南充 中考 小南 同学 凸透镜 成像 实验 经过 调节 光屏 得到 一个 清晰 测出 物距 ...
1599,小专题(九)　凸透镜成像规律的应用,"(河南中考)无人机利用携带的焦距一定的微型摄像机进行航拍,来自地面景物的光通过摄像机镜头,会聚在感光晶片...",专题 凸透镜 成像 规律 应用 河南 中考 无人机 利用 携带 焦距 一定 微型 摄像机 进行 航拍 来自 地面 景物 通过 摄像机 镜头 会聚 感光 晶片 ...
1600,章末复习,(滨州中考)请画出图中入射光线对应的折射光线.,章末 复习 滨州 中考 请画 出图 入射光 对应 折射 光线
